Godzina sprzedaży; Nazwa artykułu; Wartość netto; Stawka podatku VAT w %; Typ artykułu; Wartość sprzedaży narastająco
15:07;artykuł464;34,84;23;agd;40991,59
15:07;artykuł164;1294,73;23;agd;42286,32
15:07;artykuł173;19,75;23;agd;42306,07
15:07;artykuł72;22,22;8;leki;42328,29
15:07;artykuł79;31,52;8;leki;42359,81
15:07;artykuł556;9,45;8;prasa;42369,26
15:07;artykuł556;9,45;8;prasa;42378,71
15:07;artykuł557;12,58;8;prasa;42391,29
15:07;artykuł113;49,2;8;prasa;42440,49
15:21;artykuł45;55,81;23;odzież;42496,3
15:21;artykuł41;51,81;23;odzież;42548,11
15:21;artykuł41;51,81;23;odzież;42599,92
15:21;artykuł137;7,34;23;kosmetyki;42607,26
15:21;artykuł171;12,78;23;kosmetyki;42620,04
15:21;artykuł461;7,95;23;kosmetyki;42627,99
15:21;artykuł510;4,82;23;kosmetyki;42632,81
15:21;artykuł84;10,93;23;kosmetyki;42643,74
15:21;artykuł85;11,93;23;kosmetyki;42655,67
15:21;artykuł103;18,45;23;spożywcze;42674,12
15:21;artykuł47;2,11;5;spożywcze;42676,23
15:21;artykuł48;2,53;23;spożywcze;42678,76
15:21;artykuł48;2,53;23;spożywcze;42681,29
15:21;artykuł54;5,05;23;spożywcze;42686,34
15:21;artykuł54;5,05;23;spożywcze;42691,39
15:21;artykuł58;6,73;23;spożywcze;42698,12
15:21;artykuł30;15,68;5;dziecięce;42713,8
15:21;artykuł32;69,35;5;dziecięce;42783,15
15:21;artykuł21;240;5;obuwie;43023,15
15:21;artykuł21;240;5;obuwie;43263,15
15:21;artykuł26;36,82;23;obuwie;43299,97
15:21;artykuł26;36,82;23;obuwie;43336,79
15:21;artykuł27;83,36;23;obuwie;43420,15
15:21;artykuł251;153,84;23;obuwie;43573,99
15:21;artykuł138;36,83;23;obuwie;43610,82
15:21;artykuł1;135,78;23;agd;43746,6
15:21;artykuł2;35,14;23;agd;43781,74
15:21;artykuł114;145,57;23;agd;43927,31
15:21;artykuł115;25,89;23;agd;43953,2
15:21;artykuł604;13,13;23;agd;43966,33
15:21;artykuł7;25,9;8;leki;43992,23
15:21;artykuł7;25,9;8;leki;44018,13
15:21;artykuł150;62,9;5;prasa;44081,03
15:36;artykuł36;46,81;23;odzież;44127,84
15:36;artykuł37;47,81;23;odzież;44175,65
15:36;artykuł37;47,81;23;odzież;44223,46
15:36;artykuł42;52,81;23;odzież;44276,27
15:36;artykuł87;124;23;odzież;44400,27
15:36;artykuł562;7,82;23;kosmetyki;44408,09
15:36;artykuł562;7,82;23;kosmetyki;44415,91
15:36;artykuł83;9,93;23;kosmetyki;44425,84
15:36;artykuł102;12,89;5;spożywcze;44438,73
15:36;artykuł102;12,89;5;spożywcze;44451,62
15:36;artykuł60;7,57;23;spożywcze;44459,19
15:36;artykuł63;8,83;23;spożywcze;44468,02
15:36;artykuł64;9,25;23;spożywcze;44477,27
15:36;artykuł30;15,68;5;dziecięce;44492,95
15:36;artykuł30;15,68;5;dziecięce;44508,63
15:36;artykuł23;47,81;23;obuwie;44556,44
15:36;artykuł26;36,82;23;obuwie;44593,26
15:36;artykuł26;36,82;23;obuwie;44630,08
15:36;artykuł27;83,36;23;obuwie;44713,44
15:36;artykuł115;45,72;23;obuwie;44759,16
15:36;artykuł251;153,84;23;obuwie;44913
15:36;artykuł138;36,83;23;obuwie;44949,83
15:36;artykuł2;35,14;23;agd;44984,97
15:36;artykul3;78,9;23;agd;45063,87
15:36;artykuł5;1250,45;23;agd;46314,32
15:36;artykuł173;19,75;23;agd;46334,07
15:36;artykuł8;34,56;8;leki;46368,63
15:36;artykuł8;34,56;8;leki;46403,19
15:36;artykuł72;22,22;8;leki;46425,41
15:36;artykuł79;31,52;8;leki;46456,93
15:36;artykuł150;62,9;5;prasa;46519,83
15:36;artykuł253;3,8;8;prasa;46523,63
15:36;artykuł192;9,11;8;prasa;46532,74
15:36;artykuł567;15,74;8;prasa;46548,48
15:36;artykuł564;6,83;8;prasa;46555,31
15:36;artykuł117;17,17;8;prasa;46572,48
15:36;artykuł117;17,17;8;prasa;46589,65
15:36;artykuł113;49,2;8;prasa;46638,85
15:36;artykuł114;27,9;8;prasa;46666,75
15:36;artykuł178;13,74;8;prasa;46680,49
15:50;artykuł36;46,81;23;odzież;46727,3
15:50;artykuł171;12,78;23;kosmetyki;46740,08
15:50;artykuł171;12,78;23;kosmetyki;46752,86
15:50;artykuł461;7,95;23;kosmetyki;46760,81
15:50;artykuł558;27,53;23;kosmetyki;46788,34
15:50;artykuł558;27,53;23;kosmetyki;46815,87
15:50;artykuł566;27,94;23;kosmetyki;46843,81
15:50;artykuł82;8,93;23;kosmetyki;46852,74
15:50;artykuł103;18,45;23;spożywcze;46871,19
15:50;artykuł47;2,11;5;spożywcze;46873,3
15:50;artykuł49;2,95;23;spożywcze;46876,25
15:50;artykuł50;3,37;5;spożywcze;46879,62
15:50;artykuł54;5,05;23;spożywcze;46884,67
15:50;artykuł60;7,57;23;spożywcze;46892,24
15:50;artykuł63;8,83;23;spożywcze;46901,07
15:50;artykuł64;9,25;23;spożywcze;46910,32
15:50;artykuł31;54,71;5;dziecięce;46965,03
15:50;artykuł33;230,74;5;dziecięce;47195,77
15:50;artykuł462;-3,73;5;dziecięce;47192,04
15:50;artykuł23;47,81;23;obuwie;47239,85
15:50;artykuł26;36,82;23;obuwie;47276,67
15:50;artykuł27;83,36;23;obuwie;47360,03
15:50;artykuł28;63,9;23;obuwie;47423,93
15:50;artykuł2;35,14;23;agd;47459,07
15:50;artykuł2;35,14;23;agd;47494,21
15:50;artykuł252;59,62;23;agd;47553,83
15:50;artykuł464;34,84;23;agd;47588,67
15:50;artykuł73;45,67;8;leki;47634,34
15:50;artykuł79;31,52;8;leki;47665,86
15:50;artykuł111;5,45;5;prasa;47671,31
15:50;artykuł184;6,49;8;prasa;47677,8
15:50;artykuł514;6,71;8;prasa;47684,51
15:50;artykuł114;27,9;8;prasa;47712,41
15:50;artykuł185;3,68;8;prasa;47716,09
16:04;artykuł43;53,81;23;odzież;47769,9
16:04;artykuł45;55,81;23;odzież;47825,71
16:04;artykuł42;52,81;23;odzież;47878,52
16:04;artykuł45;55,81;23;odzież;47934,33
16:04;artykuł44;54,81;23;odzież;47989,14
16:04;artykuł86;99,99;23;odzież;48089,13
16:04;artykuł116;2,48;23;kosmetyki;48091,61
16:04;artykuł116;2,48;23;kosmetyki;48094,09
16:04;artykuł116;2,48;23;kosmetyki;48096,57
16:04;artykuł137;7,34;23;kosmetyki;48103,91
16:04;artykuł172;4,67;23;kosmetyki;48108,58
16:04;artykuł176;61,75;23;kosmetyki;48170,33
16:04;artykuł262;25,8;23;kosmetyki;48196,13
16:04;artykuł558;27,53;23;kosmetyki;48223,66
16:04;artykuł562;7,82;23;kosmetyki;48231,48
16:04;artykuł82;8,93;23;kosmetyki;48240,41
16:04;artykuł84;10,93;23;kosmetyki;48251,34
16:04;artykuł102;12,89;5;spożywcze;48264,23
16:04;artykuł47;2,11;5;spożywcze;48266,34
16:04;artykuł49;2,95;23;spożywcze;48269,29
16:04;artykuł53;4,63;23;spożywcze;48273,92
16:04;artykuł60;7,57;23;spożywcze;48281,49
16:04;artykuł60;7,57;23;spożywcze;48289,06
16:04;artykuł62;8,41;23;spożywcze;48297,47
16:04;artykuł31;54,71;5;dziecięce;48352,18
16:04;artykuł21;240;5;obuwie;48592,18
16:04;artykuł23;47,81;23;obuwie;48639,99
16:04;artykuł23;47,81;23;obuwie;48687,8
16:04;artykuł26;36,82;23;obuwie;48724,62
16:04;artykuł26;36,82;23;obuwie;48761,44
16:04;artykuł29;72,63;5;obuwie;48834,07
16:04;artykuł463;23,75;23;obuwie;48857,82
16:04;artykuł463;23,75;23;obuwie;48881,57
16:04;artykuł138;36,83;23;obuwie;48918,4
16:04;artykuł137;89,45;23;obuwie;49007,85
16:04;artykuł2;35,14;23;agd;49042,99
16:04;artykuł114;145,57;23;agd;49188,56
16:04;artykuł604;13,13;23;agd;49201,69
16:04;artykuł7;25,9;8;leki;49227,59
16:04;artykuł8;34,56;8;leki;49262,15
16:04;artykuł77;46,71;8;leki;49308,86
16:04;artykuł111;5,45;5;prasa;49314,31
16:04;artykuł605;4,73;8;prasa;49319,04
16:04;artykuł563;9,51;8;prasa;49328,55
16:04;artykuł178;13,74;8;prasa;49342,29
16:04;artykuł606;46;8;prasa;49388,29
16:19;artykuł43;53,81;23;odzież;49442,1
16:19;artykuł86;99,99;23;odzież;49542,09
16:19;artykuł116;2,48;23;kosmetyki;49544,57
16:19;artykuł137;7,34;23;kosmetyki;49551,91
16:19;artykuł172;4,67;23;kosmetyki;49556,58
16:19;artykuł181;16,83;23;kosmetyki;49573,41
16:19;artykuł186;6,82;23;kosmetyki;49580,23
16:19;artykuł250;18,54;23;kosmetyki;49598,77
16:19;artykuł461;7,95;23;kosmetyki;49606,72
16:19;artykuł566;27,94;23;kosmetyki;49634,66
16:19;artykuł102;12,89;5;spożywcze;49647,55
16:19;artykuł103;18,45;23;spożywcze;49666
16:19;artykuł47;2,11;5;spożywcze;49668,11
16:19;artykuł47;2,11;5;spożywcze;49670,22
16:19;artykuł51;3,79;5;spożywcze;49674,01
16:19;artykuł56;5,89;23;spożywcze;49679,9
16:19;artykuł28;63,9;23;obuwie;49743,8
16:19;artykuł603;73,9;23;obuwie;49817,7
16:19;artykuł137;89,45;23;obuwie;49907,15
16:19;artykuł175;57,81;23;obuwie;49964,96
16:19;artykuł2;35,14;23;agd;50000,1
16:19;artykul3;78,9;23;agd;50079
16:19;artykuł115;25,89;23;agd;50104,89
16:19;artykuł115;25,89;23;agd;50130,78
16:19;artykuł71;12,99;8;leki;50143,77
16:19;artykuł150;62,9;5;prasa;50206,67
16:19;artykuł192;9,11;8;prasa;50215,78
16:19;artykuł514;6,71;8;prasa;50222,49
16:19;artykuł117;17,17;8;prasa;50239,66
16:19;artykuł193;15,61;8;prasa;50255,27
16:33;artykuł42;52,81;23;odzież;50308,08
16:33;artykuł86;99,99;23;odzież;50408,07
16:33;artykuł86;99,99;23;odzież;50508,06
16:33;artykuł137;7,34;23;kosmetyki;50515,4
16:33;artykuł162;23,45;23;kosmetyki;50538,85
16:33;artykuł186;6,82;23;kosmetyki;50545,67
16:33;artykuł555;48,21;23;kosmetyki;50593,88
16:33;artykuł558;27,53;23;kosmetyki;50621,41
16:33;artykuł558;27,53;23;kosmetyki;50648,94
16:33;artykuł81;7,93;23;kosmetyki;50656,87
16:33;artykuł49;2,95;23;spożywcze;50659,82
16:33;artykuł55;5,47;23;spożywcze;50665,29
16:33;artykuł56;5,89;23;spożywcze;50671,18
16:33;artykuł58;6,73;23;spożywcze;50677,91
16:33;artykuł462;3,73;5;dziecięce;50681,64
16:33;artykuł24;52,72;23;obuwie;50734,36
16:33;artykuł24;52,72;23;obuwie;50787,08
16:33;artykuł24;52,72;23;obuwie;50839,8
16:33;artykuł26;36,82;23;obuwie;50876,62
16:33;artykuł26;36,82;23;obuwie;50913,44
16:33;artykuł115;45,72;23;obuwie;50959,16
16:33;artykuł463;23,75;23;obuwie;50982,91
16:33;artykuł137;89,45;23;obuwie;51072,36
16:33;artykuł191;29;23;obuwie;51101,36
16:33;artykul3;78,9;23;agd;51180,26
16:33;artykul3;78,9;23;agd;51259,16
16:33;artykuł79;31,52;8;leki;51290,68
16:33;artykuł112;20,11;5;prasa;51310,79
16:33;artykuł465;11,62;5;prasa;51322,41
16:48;artykuł37;47,81;23;odzież;51370,22
16:48;artykuł171;12,78;23;kosmetyki;51383
16:48;artykuł172;4,67;23;kosmetyki;51387,67
16:48;artykuł176;61,75;23;kosmetyki;51449,42
16:48;artykuł461;7,95;23;kosmetyki;51457,37
16:48;artykuł81;7,93;23;kosmetyki;51465,3
16:48;artykuł102;12,89;5;spożywcze;51478,19
16:48;artykuł103;18,45;23;spożywcze;51496,64
16:48;artykuł103;18,45;23;spożywcze;51515,09
16:48;artykuł103;18,45;23;spożywcze;51533,54
16:48;artykuł103;18,45;23;spożywcze;51551,99
16:48;artykuł48;2,53;23;spożywcze;51554,52
16:48;artykuł51;3,79;5;spożywcze;51558,31
16:48;artykuł53;4,63;23;spożywcze;51562,94
16:48;artykuł55;5,47;23;spożywcze;51568,41
16:48;artykuł57;6,31;23;spożywcze;51574,72
16:48;artykuł58;-6,73;23;spożywcze;51567,99
16:48;artykuł30;15,68;5;dziecięce;51583,67
16:48;artykuł33;230,74;5;dziecięce;51814,41
16:48;artykuł34;6,84;5;dziecięce;51821,25
16:48;artykuł462;3,73;5;dziecięce;51824,98
16:48;artykuł22;162,9;5;obuwie;51987,88
16:48;artykuł26;36,82;23;obuwie;52024,7
16:48;artykuł26;36,82;23;obuwie;52061,52
16:48;artykuł115;45,72;23;obuwie;52107,24
16:48;artykuł603;73,9;23;obuwie;52181,14
16:48;artykuł137;89,45;23;obuwie;52270,59
16:48;artykuł163;36,8;23;obuwie;52307,39
16:48;artykuł4;512,67;23;agd;52820,06
16:48;artykuł5;1250,45;23;agd;54070,51
16:48;artykuł252;59,62;23;agd;54130,13
16:48;artykuł252;59,62;23;agd;54189,75
16:48;artykuł139;239;23;agd;54428,75
16:48;artykuł139;239;23;agd;54667,75
16:48;artykuł164;1294,73;23;agd;55962,48
16:48;artykuł173;19,75;23;agd;55982,23
16:48;artykuł173;19,75;23;agd;56001,98
16:48;artykuł6;12,5;8;leki;56014,48
16:48;artykuł112;20,11;5;prasa;56034,59
16:48;artykuł252;4,78;5;prasa;56039,37
16:48;artykuł605;4,73;8;prasa;56044,1
16:48;artykuł117;17,17;8;prasa;56061,27
16:48;artykuł114;27,9;8;prasa;56089,17
16:48;artykuł178;13,74;8;prasa;56102,91
17:02;artykuł37;47,81;23;odzież;56150,72
17:02;artykuł35;45,81;23;odzież;56196,53
17:02;artykuł35;45,81;23;odzież;56242,34
17:02;artykuł87;124;23;odzież;56366,34
17:02;artykuł116;2,48;23;kosmetyki;56368,82
17:02;artykuł162;23,45;23;kosmetyki;56392,27
17:02;artykuł171;12,78;23;kosmetyki;56405,05
17:02;artykuł186;6,82;23;kosmetyki;56411,87
17:02;artykuł190;71,5;23;kosmetyki;56483,37
17:02;artykuł81;7,93;23;kosmetyki;56491,3
17:02;artykuł103;18,45;23;spożywcze;56509,75
17:02;artykuł103;-18,45;23;spożywcze;56491,3
17:02;artykuł50;3,37;5;spożywcze;56494,67
17:02;artykuł60;7,57;23;spożywcze;56502,24
17:02;artykuł31;54,71;5;dziecięce;56556,95
17:02;artykuł32;69,35;5;dziecięce;56626,3
17:02;artykuł26;36,82;23;obuwie;56663,12
17:02;artykuł26;36,82;23;obuwie;56699,94
17:02;artykuł27;83,36;23;obuwie;56783,3
17:02;artykuł157;295,61;23;obuwie;57078,91
17:02;artykul3;78,9;23;agd;57157,81
17:02;artykuł115;25,89;23;agd;57183,7
17:02;artykuł252;59,62;23;agd;57243,32
17:02;artykuł73;45,67;8;leki;57288,99
17:02;artykuł74;125,89;8;leki;57414,88
17:02;artykuł112;20,11;5;prasa;57434,99
17:02;artykuł177;32,79;8;prasa;57467,78
17:02;artykuł177;32,79;8;prasa;57500,57
17:02;artykuł184;6,49;8;prasa;57507,06
17:02;artykuł514;6,71;8;prasa;57513,77
17:16;artykuł87;124;23;odzież;57637,77
17:16;artykuł116;2,48;23;kosmetyki;57640,25
17:16;artykuł181;16,83;23;kosmetyki;57657,08
17:16;artykuł558;27,53;23;kosmetyki;57684,61
17:16;artykuł85;11,93;23;kosmetyki;57696,54
17:16;artykuł102;12,89;5;spożywcze;57709,43
17:16;artykuł102;12,89;5;spożywcze;57722,32
17:16;artykuł103;18,45;23;spożywcze;57740,77
17:16;artykuł103;18,45;23;spożywcze;57759,22
17:16;artykuł103;18,45;23;spożywcze;57777,67
17:16;artykuł103;18,45;23;spożywcze;57796,12
17:16;artykuł104;0,78;5;spożywcze;57796,9
17:16;artykuł55;5,47;23;spożywcze;57802,37
17:16;artykuł57;6,31;23;spożywcze;57808,68
17:16;artykuł57;6,31;23;spożywcze;57814,99
17:16;artykuł59;7,15;23;spożywcze;57822,14
17:16;artykuł59;7,15;23;spożywcze;57829,29
17:16;artykuł60;7,57;23;spożywcze;57836,86
17:16;artykuł61;7,99;23;spożywcze;57844,85
17:16;artykuł31;54,71;5;dziecięce;57899,56
17:16;artykuł22;162,9;5;obuwie;58062,46
17:16;artykuł27;83,36;23;obuwie;58145,82
17:16;artykuł28;63,9;23;obuwie;58209,72
17:16;artykuł251;153,84;23;obuwie;58363,56
17:16;artykuł138;36,83;23;obuwie;58400,39
17:16;artykuł2;35,14;23;agd;58435,53
17:16;artykuł115;25,89;23;agd;58461,42
17:16;artykuł139;239;23;agd;58700,42
17:16;artykuł7;25,9;8;leki;58726,32
17:16;artykuł77;46,71;8;leki;58773,03
17:16;artykuł165;0,78;8;prasa;58773,81
17:16;artykuł192;9,11;8;prasa;58782,92
17:31;artykuł36;46,81;23;odzież;58829,73
17:31;artykuł43;53,81;23;odzież;58883,54
17:31;artykuł44;54,81;23;odzież;58938,35
17:31;artykuł116;2,48;23;kosmetyki;58940,83
17:31;artykuł116;2,48;23;kosmetyki;58943,31
17:31;artykuł162;23,45;23;kosmetyki;58966,76
17:31;artykuł162;-23,45;23;kosmetyki;58943,31
17:31;artykuł172;4,67;23;kosmetyki;58947,98
17:31;artykuł562;7,82;23;kosmetyki;58955,8
17:31;artykuł81;-7,93;23;kosmetyki;58947,87
17:31;artykuł102;12,89;5;spożywcze;58960,76
17:31;artykuł104;0,78;5;spożywcze;58961,54
17:31;artykuł47;2,11;5;spożywcze;58963,65
17:31;artykuł48;2,53;23;spożywcze;58966,18
17:31;artykuł59;7,15;23;spożywcze;58973,33
17:31;artykuł61;7,99;23;spożywcze;58981,32
17:31;artykuł62;8,41;23;spożywcze;58989,73
17:31;artykuł63;-8,83;23;spożywcze;58980,9
17:31;artykuł63;8,83;23;spożywcze;58989,73
17:31;artykuł64;9,25;23;spożywcze;58998,98
17:31;artykuł64;9,25;23;spożywcze;59008,23
17:31;artykuł22;162,9;5;obuwie;59171,13
17:31;artykuł23;47,81;23;obuwie;59218,94
17:31;artykuł24;52,72;23;obuwie;59271,66
17:31;artykuł26;36,82;23;obuwie;59308,48
17:31;artykuł29;72,63;5;obuwie;59381,11
17:31;artykuł463;23,75;23;obuwie;59404,86
17:31;artykuł191;29;23;obuwie;59433,86
17:31;artykuł252;59,62;23;agd;59493,48
17:31;artykuł464;34,84;23;agd;59528,32
17:31;artykuł73;45,67;8;leki;59573,99
17:31;artykuł177;32,79;8;prasa;59606,78
17:31;artykuł605;4,73;8;prasa;59611,51
17:31;artykuł165;0,78;8;prasa;59612,29
17:31;artykuł556;9,45;8;prasa;59621,74
17:31;artykuł563;9,51;8;prasa;59631,25
17:31;artykuł188;11;8;prasa;59642,25
17:31;artykuł192;9,11;8;prasa;59651,36
17:31;artykuł114;27,9;8;prasa;59679,26
17:45;artykuł35;45,81;23;odzież;59725,07
17:45;artykuł41;51,81;23;odzież;59776,88
17:45;artykuł40;50,81;23;odzież;59827,69
17:45;artykuł87;124;23;odzież;59951,69
17:45;artykuł555;48,21;23;kosmetyki;59999,9
17:45;artykuł562;7,82;23;kosmetyki;60007,72
17:45;artykuł102;12,89;5;spożywcze;60020,61
17:45;artykuł102;12,89;5;spożywcze;60033,5
17:45;artykuł103;18,45;23;spożywcze;60051,95
17:45;artykuł103;18,45;23;spożywcze;60070,4
17:45;artykuł103;18,45;23;spożywcze;60088,85
17:45;artykuł46;1,69;5;spożywcze;60090,54
17:45;artykuł50;3,37;5;spożywcze;60093,91
17:45;artykuł51;3,79;5;spożywcze;60097,7
17:45;artykuł53;4,63;23;spożywcze;60102,33
17:45;artykuł57;6,31;23;spożywcze;60108,64
17:45;artykuł62;-8,41;23;spożywcze;60100,23
17:45;artykuł30;15,68;5;dziecięce;60115,91
17:45;artykuł30;15,68;5;dziecięce;60131,59
17:45;artykuł22;162,9;5;obuwie;60294,49
17:45;artykuł22;162,9;5;obuwie;60457,39
17:45;artykuł24;52,72;23;obuwie;60510,11
17:45;artykuł26;36,82;23;obuwie;60546,93
17:45;artykuł28;63,9;23;obuwie;60610,83
17:45;artykuł603;73,9;23;obuwie;60684,73
17:45;artykuł187;90,32;23;obuwie;60775,05
17:45;artykuł79;31,52;8;leki;60806,57
17:45;artykuł111;5,45;5;prasa;60812,02
17:45;artykuł253;3,8;8;prasa;60815,82
17:45;artykuł117;17,17;8;prasa;60832,99
17:45;artykuł114;27,9;8;prasa;60860,89
17:55;artykuł35;45,81;23;odzież;60906,7
17:55;artykuł35;45,81;23;odzież;60952,51
17:55;artykuł36;46,81;23;odzież;60999,32
17:55;artykuł44;54,81;23;odzież;61054,13
17:55;artykuł45;55,81;23;odzież;61109,94
17:55;artykuł87;124;23;odzież;61233,94
17:55;artykuł87;124;23;odzież;61357,94
17:55;artykuł116;2,48;23;kosmetyki;61360,42
17:55;artykuł137;7,34;23;kosmetyki;61367,76
17:55;artykuł137;7,34;23;kosmetyki;61375,1
17:55;artykuł171;12,78;23;kosmetyki;61387,88
17:55;artykuł562;7,82;23;kosmetyki;61395,7
17:55;artykuł566;27,94;23;kosmetyki;61423,64
17:55;artykuł83;9,93;23;kosmetyki;61433,57
17:55;artykuł103;18,45;23;spożywcze;61452,02
17:55;artykuł103;-18,45;23;spożywcze;61433,57
17:55;artykuł104;0,78;5;spożywcze;61434,35
17:55;artykuł49;2,95;23;spożywcze;61437,3
17:55;artykuł53;4,63;23;spożywcze;61441,93
17:55;artykuł54;5,05;23;spożywcze;61446,98
17:55;artykuł57;6,31;23;spożywcze;61453,29
17:55;artykuł57;6,31;23;spożywcze;61459,6
17:55;artykuł58;6,73;23;spożywcze;61466,33
17:55;artykuł58;6,73;23;spożywcze;61473,06
17:55;artykuł59;7,15;23;spożywcze;61480,21
17:55;artykuł30;15,68;5;dziecięce;61495,89
17:55;artykuł31;54,71;5;dziecięce;61550,6
17:55;artykuł32;69,35;5;dziecięce;61619,95
17:55;artykuł22;162,9;5;obuwie;61782,85
17:55;artykuł27;83,36;23;obuwie;61866,21
17:55;artykuł138;36,83;23;obuwie;61903,04
17:55;artykuł139;239;23;agd;62142,04
17:55;artykuł71;12,99;8;leki;62155,03
17:55;artykuł73;45,67;8;leki;62200,7
17:55;artykuł77;46,71;8;leki;62247,41
17:55;artykuł111;5,45;5;prasa;62252,86
17:55;artykuł156;4,39;5;prasa;62257,25
17:55;artykuł177;32,79;8;prasa;62290,04
17:55;artykuł188;11;8;prasa;62301,04
